 �ɼ�ʱ�� ,   AI0 ,   AI1 ,   AI2 ,   AI3 
12:51:37,0.000 ,0.000 ,0.000 ,0.000 
12:51:38,0.000 ,0.000 ,0.000 ,0.000 
12:51:39,0.000 ,-0.000 ,0.000 ,0.000 
12:51:40,0.000 ,-0.000 ,-0.000 ,0.000 
12:51:41,0.000 ,0.000 ,0.000 ,0.000 
12:51:42,0.000 ,0.000 ,0.000 ,0.000 
12:51:43,0.000 ,0.000 ,0.000 ,0.000 
12:51:44,0.000 ,0.000 ,0.000 ,0.000 
12:51:45,0.000 ,0.000 ,0.000 ,0.000 
12:51:46,0.000 ,0.000 ,0.000 ,0.000 
12:51:47,0.000 ,0.000 ,0.000 ,0.000 
12:51:48,0.000 ,0.000 ,0.000 ,0.000 
12:51:49,0.000 ,0.000 ,0.000 ,0.000 
12:51:50,0.000 ,0.000 ,0.000 ,0.000 
12:51:51,0.000 ,-0.000 ,0.000 ,0.000 
12:51:52,0.000 ,0.000 ,0.000 ,0.000 
12:51:53,0.000 ,0.000 ,0.000 ,0.000 
12:51:54,0.000 ,0.000 ,0.000 ,0.000 
12:51:55,0.000 ,0.000 ,0.000 ,0.000 
12:51:56,0.000 ,0.000 ,0.000 ,0.000 
12:51:57,0.000 ,0.000 ,0.000 ,0.000 
12:51:58,0.000 ,0.000 ,0.000 ,0.000 
12:51:59,0.000 ,-0.000 ,0.000 ,0.000 
12:52:00,0.000 ,0.000 ,0.000 ,0.000 
12:52:01,0.000 ,0.000 ,0.000 ,0.000 
12:52:02,0.000 ,0.000 ,0.000 ,0.000 
12:52:03,0.000 ,0.000 ,0.000 ,0.000 
12:52:04,0.000 ,0.000 ,0.000 ,0.000 
12:52:05,0.000 ,0.000 ,-0.000 ,0.000 
12:52:06,0.000 ,0.000 ,0.000 ,0.000 
12:52:07,0.000 ,0.000 ,0.000 ,0.000 
12:52:08,0.000 ,0.000 ,0.000 ,0.000 
12:52:09,0.000 ,0.000 ,0.000 ,0.000 
12:52:10,0.000 ,0.000 ,0.000 ,0.000 
12:52:11,0.000 ,0.000 ,0.000 ,0.000 
12:52:12,0.000 ,0.000 ,-0.000 ,0.000 
12:52:13,0.000 ,0.000 ,0.000 ,0.000 
12:52:14,0.000 ,0.000 ,0.000 ,0.000 
12:52:15,0.000 ,0.000 ,0.000 ,0.000 
12:52:16,0.000 ,0.000 ,0.000 ,0.000 
12:52:17,0.000 ,0.000 ,0.000 ,0.000 
12:52:18,0.000 ,0.000 ,0.000 ,0.000 
12:52:19,0.000 ,0.000 ,0.000 ,0.000 
12:52:20,0.000 ,-0.000 ,-0.000 ,0.000 
12:52:21,0.000 ,0.000 ,0.000 ,0.000 
12:52:22,0.000 ,0.000 ,0.000 ,0.000 
12:52:23,0.000 ,0.000 ,0.000 ,0.000 
12:52:24,0.000 ,0.000 ,0.000 ,0.000 
12:52:25,0.000 ,0.000 ,0.000 ,0.000 
12:52:26,0.000 ,0.000 ,0.000 ,0.000 
12:52:27,0.000 ,0.000 ,0.000 ,0.000 
12:52:28,0.000 ,0.000 ,0.000 ,0.000 
12:52:29,0.000 ,-0.000 ,0.000 ,0.000 
12:52:30,0.000 ,0.000 ,0.000 ,0.000 
12:52:31,0.000 ,0.000 ,0.000 ,0.000 
12:52:32,0.000 ,0.000 ,-0.000 ,0.000 
12:52:33,0.000 ,0.000 ,0.000 ,0.000 
12:52:34,0.000 ,0.000 ,0.000 ,0.000 
12:52:35,0.000 ,0.000 ,0.000 ,0.000 
12:52:36,0.000 ,0.000 ,0.000 ,0.000 
12:52:37,0.000 ,0.000 ,-0.000 ,0.000 
12:52:38,0.000 ,0.000 ,0.000 ,0.000 
12:52:39,0.000 ,0.000 ,0.000 ,0.000 
12:52:40,0.000 ,0.000 ,0.000 ,0.000 
12:52:41,0.000 ,0.000 ,0.000 ,0.000 
12:52:42,0.000 ,0.000 ,0.000 ,0.000 
12:52:43,0.000 ,0.000 ,0.000 ,0.000 
12:52:44,0.000 ,0.000 ,0.000 ,0.000 
12:52:45,0.000 ,0.000 ,0.000 ,0.000 
12:52:46,0.000 ,0.000 ,0.000 ,0.000 
12:52:47,0.000 ,-0.000 ,0.000 ,0.000 
12:52:48,0.000 ,0.000 ,0.000 ,0.000 
12:52:49,0.000 ,0.000 ,0.000 ,0.000 
12:52:50,0.000 ,0.000 ,0.000 ,0.000 
12:52:51,0.000 ,0.000 ,0.000 ,0.000 
12:52:52,0.000 ,-0.000 ,0.000 ,0.000 
12:52:53,0.000 ,0.000 ,0.000 ,0.000 
12:52:54,0.000 ,0.000 ,0.000 ,0.000 
12:52:55,0.000 ,0.000 ,0.000 ,0.000 
12:52:56,0.000 ,0.000 ,0.000 ,0.000 
12:52:57,0.000 ,0.000 ,0.000 ,0.000 
12:52:58,0.000 ,0.000 ,0.000 ,0.000 
12:52:59,0.000 ,0.000 ,0.000 ,0.000 
12:53:00,0.000 ,0.000 ,0.000 ,0.000 
12:53:01,0.000 ,0.000 ,0.000 ,0.000 
12:53:02,0.000 ,0.000 ,0.000 ,0.000 
12:53:03,0.000 ,0.000 ,0.000 ,0.000 
12:53:04,0.000 ,0.000 ,0.000 ,-0.000 
12:53:05,0.000 ,0.000 ,0.000 ,0.000 
12:53:06,0.000 ,0.000 ,0.000 ,0.000 
12:53:07,0.000 ,0.000 ,0.000 ,0.000 
12:53:08,0.000 ,0.000 ,0.000 ,0.000 
12:53:09,0.000 ,0.000 ,0.000 ,0.000 
12:53:10,0.000 ,0.000 ,0.000 ,0.000 
12:53:11,0.000 ,0.000 ,0.000 ,0.000 
12:53:12,0.000 ,0.000 ,0.000 ,0.000 
12:53:13,0.000 ,0.000 ,0.000 ,0.000 
12:53:14,0.000 ,0.000 ,0.000 ,0.000 
12:53:15,0.000 ,0.000 ,0.000 ,0.000 
12:53:16,0.000 ,0.000 ,0.000 ,0.000 
12:53:17,0.000 ,0.000 ,0.000 ,0.000 
12:53:18,0.000 ,0.000 ,0.000 ,0.000 
12:53:19,0.000 ,0.000 ,0.000 ,0.000 
12:53:20,0.000 ,0.000 ,0.000 ,0.000 
12:53:21,0.000 ,-0.000 ,-0.000 ,0.000 
12:53:22,0.000 ,0.000 ,0.000 ,0.000 
12:53:23,0.000 ,0.000 ,0.000 ,0.000 
12:53:24,0.000 ,0.000 ,0.000 ,0.000 
12:53:25,0.000 ,0.000 ,0.000 ,0.000 
12:53:26,0.000 ,0.000 ,0.000 ,0.000 
12:53:27,0.000 ,0.000 ,0.000 ,0.000 
12:53:28,0.000 ,0.000 ,0.000 ,0.000 
12:53:29,0.000 ,0.000 ,0.000 ,0.000 
12:53:30,0.000 ,0.000 ,0.000 ,0.000 
12:53:31,0.000 ,0.000 ,0.000 ,0.000 
12:53:32,0.000 ,-0.000 ,0.000 ,0.000 
12:53:33,0.000 ,0.000 ,0.000 ,0.000 
12:53:34,0.000 ,0.000 ,0.000 ,0.000 
12:53:35,0.000 ,0.000 ,0.000 ,0.000 
12:53:36,0.000 ,0.000 ,0.000 ,0.000 
12:53:37,0.000 ,0.000 ,0.000 ,0.000 
12:53:38,0.000 ,0.000 ,0.000 ,0.000 
12:53:39,0.000 ,0.000 ,0.000 ,0.000 
12:53:40,0.000 ,0.000 ,0.000 ,0.000 
12:53:41,0.000 ,0.000 ,0.000 ,0.000 
12:53:42,0.000 ,0.000 ,0.000 ,0.000 
12:53:43,0.000 ,0.000 ,0.000 ,0.000 
12:53:44,0.000 ,0.000 ,0.000 ,0.000 
12:53:45,0.000 ,0.000 ,0.000 ,0.000 
12:53:46,0.000 ,0.000 ,0.000 ,0.000 
12:53:47,0.000 ,0.000 ,0.000 ,0.000 
12:53:48,0.000 ,-0.000 ,0.000 ,0.000 
12:53:49,0.000 ,0.000 ,0.000 ,0.000 
12:53:50,0.000 ,0.000 ,-0.000 ,0.000 
12:53:51,0.000 ,0.000 ,-0.000 ,0.000 
12:53:52,0.000 ,0.000 ,0.000 ,0.000 
12:53:53,0.000 ,0.000 ,0.000 ,0.000 
12:53:54,0.000 ,0.000 ,0.000 ,0.000 
12:53:55,0.000 ,0.000 ,0.000 ,0.000 
12:53:56,0.000 ,0.000 ,0.000 ,0.000 
12:53:57,0.000 ,-0.000 ,0.000 ,0.000 
12:53:58,0.000 ,0.000 ,0.000 ,0.000 
12:53:59,0.000 ,0.000 ,0.000 ,0.000 
12:54:00,0.000 ,0.000 ,0.000 ,0.000 
12:54:01,0.000 ,0.000 ,0.000 ,0.000 
12:54:02,0.000 ,0.000 ,0.000 ,0.000 
12:54:03,0.000 ,-0.000 ,0.000 ,0.000 
12:54:04,0.000 ,0.000 ,0.000 ,0.000 
12:54:05,0.000 ,0.000 ,0.000 ,0.000 
12:54:06,0.000 ,0.000 ,-0.000 ,0.000 
12:54:07,0.000 ,0.000 ,0.000 ,0.000 
12:54:08,0.000 ,0.000 ,0.000 ,0.000 
12:54:09,0.000 ,0.000 ,-0.000 ,0.000 
12:54:10,0.000 ,0.000 ,0.000 ,0.000 
12:54:11,0.000 ,0.000 ,0.000 ,0.000 
12:54:12,0.000 ,0.000 ,0.000 ,0.000 
12:54:13,0.000 ,0.000 ,0.000 ,0.000 
12:54:14,0.000 ,0.000 ,0.000 ,0.000 
12:54:15,0.000 ,0.000 ,0.000 ,0.000 
12:54:16,0.000 ,0.000 ,-0.000 ,0.000 
12:54:17,0.000 ,0.000 ,0.000 ,0.000 
12:54:18,0.000 ,0.000 ,0.000 ,0.000 
12:54:19,0.000 ,0.000 ,0.000 ,0.000 
12:54:20,0.000 ,0.000 ,0.000 ,0.000 
12:54:21,0.000 ,0.000 ,0.000 ,0.000 
12:54:22,0.000 ,0.000 ,0.000 ,0.000 
12:54:23,0.000 ,0.000 ,0.000 ,0.000 
12:54:24,0.000 ,0.000 ,0.000 ,0.000 
12:54:25,0.000 ,0.000 ,0.000 ,0.000 
12:54:26,0.000 ,-0.000 ,0.000 ,0.000 
12:54:27,0.000 ,0.000 ,0.000 ,0.000 
12:54:28,0.000 ,0.000 ,0.000 ,0.000 
12:54:29,0.000 ,0.000 ,0.000 ,0.000 
12:54:30,0.000 ,-0.000 ,0.000 ,0.000 
12:54:31,0.000 ,0.000 ,0.000 ,0.000 
12:54:32,0.000 ,0.000 ,0.000 ,0.000 
12:54:33,0.000 ,0.000 ,0.000 ,0.000 
12:54:34,0.000 ,0.000 ,0.000 ,0.000 
12:54:35,0.000 ,0.000 ,0.000 ,0.000 
12:54:36,0.000 ,0.000 ,0.000 ,0.000 
12:54:37,0.000 ,0.000 ,0.000 ,0.000 
12:54:38,0.000 ,0.000 ,0.000 ,0.000 
12:54:39,0.000 ,0.000 ,0.000 ,0.000 
12:54:40,0.000 ,0.000 ,-0.000 ,0.000 
12:54:41,0.000 ,0.000 ,0.000 ,0.000 
12:54:42,0.000 ,0.000 ,0.000 ,0.000 
12:54:43,0.000 ,0.000 ,0.000 ,0.000 
12:54:44,0.000 ,0.000 ,0.000 ,0.000 
12:54:45,0.000 ,0.000 ,0.000 ,0.000 
12:54:46,0.000 ,0.000 ,0.000 ,0.000 
12:54:47,0.000 ,0.000 ,0.000 ,0.000 
12:54:48,0.000 ,0.000 ,0.000 ,0.000 
12:54:49,0.000 ,0.000 ,0.000 ,0.000 
12:54:50,0.000 ,0.000 ,0.000 ,0.000 
12:54:51,0.000 ,0.000 ,0.000 ,0.000 
12:54:52,0.000 ,0.000 ,0.000 ,0.000 
12:54:53,0.000 ,0.000 ,0.000 ,0.000 
12:54:54,0.000 ,0.000 ,-0.000 ,0.000 
12:54:55,0.000 ,0.000 ,0.000 ,0.000 
12:54:56,0.000 ,0.000 ,0.000 ,0.000 
12:54:57,0.000 ,0.000 ,-0.000 ,0.000 
12:54:58,0.000 ,0.000 ,0.000 ,0.000 
12:54:59,0.000 ,0.000 ,0.000 ,0.000 
12:55:00,0.000 ,-0.000 ,0.000 ,0.000 
12:55:01,0.000 ,0.000 ,0.000 ,0.000 
12:55:02,0.000 ,0.000 ,0.000 ,0.000 
12:55:03,0.000 ,0.000 ,0.000 ,0.000 
12:55:04,0.000 ,0.000 ,0.000 ,0.000 
12:55:05,0.000 ,0.000 ,0.000 ,0.000 
12:55:06,0.000 ,0.000 ,0.000 ,0.000 
12:55:07,0.000 ,0.000 ,0.000 ,0.000 
12:55:08,0.000 ,0.000 ,-0.000 ,0.000 
12:55:09,0.000 ,0.000 ,-0.000 ,0.000 
12:55:10,0.000 ,0.000 ,0.000 ,0.000 
12:55:11,0.000 ,0.000 ,0.000 ,0.000 
12:55:12,0.000 ,0.000 ,0.000 ,0.000 
12:55:13,0.000 ,0.000 ,0.000 ,0.000 
12:55:14,0.000 ,-0.000 ,0.000 ,0.000 
12:55:15,0.000 ,0.000 ,0.000 ,0.000 
12:55:16,0.000 ,-0.000 ,0.000 ,0.000 
12:55:17,0.000 ,0.000 ,0.000 ,0.000 
12:55:18,0.000 ,0.000 ,0.000 ,0.000 
12:55:19,0.000 ,0.000 ,0.000 ,0.000 
12:55:20,0.000 ,0.000 ,0.000 ,0.000 
12:55:21,0.000 ,0.000 ,0.000 ,0.000 
12:55:22,0.000 ,0.000 ,-0.000 ,0.000 
12:55:23,0.000 ,0.000 ,0.000 ,0.000 
12:55:24,0.000 ,0.000 ,0.000 ,0.000 
12:55:25,0.000 ,0.000 ,0.000 ,0.000 
12:55:26,0.000 ,0.000 ,0.000 ,0.000 
12:55:27,0.000 ,0.000 ,0.000 ,0.000 
12:55:28,0.000 ,-0.000 ,0.000 ,0.000 
12:55:29,0.000 ,0.000 ,0.000 ,0.000 
12:55:30,0.000 ,0.000 ,0.000 ,0.000 
12:55:31,0.000 ,0.000 ,0.000 ,0.000 
12:55:32,0.000 ,0.000 ,0.000 ,0.000 
12:55:33,0.000 ,0.000 ,0.000 ,0.000 
12:55:34,0.000 ,0.000 ,0.000 ,0.000 
12:55:35,0.000 ,0.000 ,0.000 ,0.000 
12:55:36,0.000 ,0.000 ,0.000 ,0.000 
12:55:37,0.000 ,0.000 ,-0.000 ,0.000 
12:55:38,0.000 ,0.000 ,0.000 ,0.000 
12:55:39,0.000 ,0.000 ,0.000 ,0.000 
12:55:40,0.000 ,-0.000 ,0.000 ,0.000 
12:55:41,0.000 ,-0.000 ,0.000 ,0.000 
12:55:42,0.000 ,0.000 ,0.000 ,0.000 
12:55:43,0.000 ,0.000 ,-0.000 ,0.000 
12:55:44,0.000 ,0.000 ,0.000 ,0.000 
12:55:45,0.000 ,0.000 ,0.000 ,0.000 
12:55:46,0.000 ,0.000 ,0.000 ,0.000 
12:55:47,0.000 ,0.000 ,0.000 ,0.000 
12:55:48,0.000 ,0.000 ,0.000 ,0.000 
12:55:49,0.000 ,0.000 ,-0.000 ,0.000 
12:55:50,0.000 ,0.000 ,-0.000 ,0.000 
12:55:51,0.000 ,-0.000 ,0.000 ,0.000 
12:55:52,0.000 ,0.000 ,0.000 ,0.000 
12:55:53,0.000 ,0.000 ,0.000 ,0.000 
12:55:54,0.000 ,-0.000 ,0.000 ,0.000 
12:55:55,0.000 ,0.000 ,0.000 ,0.000 
12:55:56,0.000 ,0.000 ,0.000 ,0.000 
12:55:57,0.000 ,0.000 ,-0.000 ,0.000 
12:55:58,0.000 ,0.000 ,0.000 ,0.000 
12:55:59,0.000 ,0.000 ,0.000 ,0.000 
12:56:00,0.000 ,0.000 ,0.000 ,0.000 
12:56:01,0.000 ,0.000 ,0.000 ,0.000 
12:56:02,0.000 ,0.000 ,0.000 ,0.000 
12:56:03,0.000 ,0.000 ,0.000 ,0.000 
12:56:04,0.000 ,0.000 ,0.000 ,0.000 
12:56:05,0.000 ,0.000 ,0.000 ,0.000 
12:56:06,0.000 ,0.000 ,-0.000 ,0.000 
12:56:07,0.000 ,0.000 ,0.000 ,0.000 
12:56:08,0.000 ,0.000 ,0.000 ,0.000 
12:56:09,0.000 ,0.000 ,0.000 ,0.000 
12:56:10,0.000 ,0.000 ,0.000 ,0.000 
12:56:11,0.000 ,0.000 ,0.000 ,0.000 
12:56:12,0.000 ,0.000 ,0.000 ,0.000 
12:56:13,0.000 ,-0.000 ,0.000 ,0.000 
12:56:14,0.000 ,0.000 ,0.000 ,0.000 
12:56:15,0.000 ,0.000 ,0.000 ,0.000 
12:56:16,0.000 ,0.000 ,0.000 ,0.000 
12:56:17,0.000 ,0.000 ,0.000 ,0.000 
12:56:18,0.000 ,0.000 ,-0.000 ,0.000 
12:56:19,0.000 ,0.000 ,0.000 ,0.000 
12:56:20,0.000 ,0.000 ,0.000 ,0.000 
12:56:21,0.000 ,0.000 ,0.000 ,0.000 
12:56:22,0.000 ,0.000 ,0.000 ,0.000 
12:56:23,0.000 ,0.000 ,0.000 ,0.000 
12:56:24,0.000 ,-0.000 ,0.000 ,0.000 
12:56:25,0.000 ,-0.000 ,0.000 ,0.000 
12:56:26,0.000 ,0.000 ,0.000 ,0.000 
12:56:27,0.000 ,0.000 ,0.000 ,0.000 
12:56:28,0.000 ,0.000 ,0.000 ,0.000 
12:56:29,0.000 ,0.000 ,0.000 ,0.000 
12:56:30,0.000 ,0.000 ,0.000 ,0.000 
12:56:31,0.000 ,0.000 ,0.000 ,0.000 
12:56:32,0.000 ,0.000 ,0.000 ,0.000 
12:56:33,0.000 ,0.000 ,0.000 ,0.000 
12:56:34,0.000 ,0.000 ,0.000 ,0.000 
12:56:35,0.000 ,0.000 ,0.000 ,0.000 
12:56:36,0.000 ,0.000 ,0.000 ,0.000 
12:56:37,0.000 ,0.000 ,0.000 ,0.000 
12:56:38,0.000 ,0.000 ,0.000 ,0.000 
12:56:39,0.000 ,0.000 ,0.000 ,0.000 
12:56:40,0.000 ,0.000 ,-0.000 ,0.000 
12:56:41,0.000 ,-0.000 ,0.000 ,0.000 
12:56:42,0.000 ,0.000 ,0.000 ,0.000 
12:56:43,0.000 ,0.000 ,0.000 ,0.000 
12:56:44,0.000 ,0.000 ,0.000 ,0.000 
12:56:45,0.000 ,0.000 ,0.000 ,-0.000 
12:56:46,0.000 ,0.000 ,0.000 ,0.000 
12:56:47,0.000 ,0.000 ,0.000 ,0.000 
12:56:48,0.000 ,0.000 ,0.000 ,0.000 
12:56:49,0.000 ,0.000 ,-0.000 ,0.000 
12:56:50,0.000 ,-0.000 ,0.000 ,0.000 
12:56:51,0.000 ,0.000 ,0.000 ,0.000 
12:56:52,0.000 ,0.000 ,0.000 ,0.000 
12:56:53,0.000 ,0.000 ,0.000 ,0.000 
12:56:54,0.000 ,0.000 ,-0.000 ,0.000 
12:56:55,0.000 ,0.000 ,0.000 ,0.000 
12:56:56,0.000 ,-0.000 ,0.000 ,0.000 
12:56:57,0.000 ,0.000 ,0.000 ,0.000 
12:56:58,0.000 ,0.000 ,0.000 ,0.000 
12:56:59,0.000 ,0.000 ,0.000 ,0.000 
12:57:00,0.000 ,0.000 ,0.000 ,0.000 
12:57:01,0.000 ,0.000 ,-0.000 ,0.000 
12:57:02,0.000 ,0.000 ,0.000 ,-0.000 
12:57:03,0.000 ,0.000 ,0.000 ,0.000 
12:57:04,0.000 ,-0.000 ,0.000 ,0.000 
12:57:05,0.000 ,0.000 ,0.000 ,0.000 
12:57:06,0.000 ,0.000 ,0.000 ,0.000 
12:57:07,0.000 ,0.000 ,0.000 ,0.000 
12:57:08,0.000 ,0.000 ,0.000 ,0.000 
12:57:09,0.000 ,0.000 ,0.000 ,0.000 
12:57:10,0.000 ,0.000 ,0.000 ,0.000 
12:57:11,0.000 ,0.000 ,-0.000 ,0.000 
12:57:12,0.000 ,0.000 ,0.000 ,0.000 
12:57:13,0.000 ,-0.000 ,0.000 ,0.000 
12:57:14,0.000 ,0.000 ,0.000 ,0.000 
12:57:15,0.000 ,0.000 ,0.000 ,0.000 
12:57:16,0.000 ,0.000 ,0.000 ,0.000 
12:57:17,0.000 ,-0.000 ,0.000 ,-0.000 
12:57:18,0.000 ,0.000 ,0.000 ,0.000 
12:57:19,0.000 ,-0.000 ,0.000 ,0.000 
12:57:20,0.000 ,0.000 ,0.000 ,0.000 
12:57:21,0.000 ,0.000 ,0.000 ,0.000 
12:57:22,0.000 ,-0.000 ,0.000 ,0.000 
12:57:23,0.000 ,0.000 ,0.000 ,0.000 
12:57:24,0.000 ,0.000 ,0.000 ,0.000 
12:57:25,0.000 ,0.000 ,0.000 ,0.000 
12:57:26,0.000 ,0.000 ,0.000 ,0.000 
12:57:27,0.000 ,0.000 ,0.000 ,0.000 
12:57:28,0.000 ,0.000 ,0.000 ,0.000 
12:57:29,0.000 ,0.000 ,0.000 ,0.000 
12:57:30,0.000 ,0.000 ,0.000 ,0.000 
12:57:31,0.000 ,0.000 ,0.000 ,0.000 
12:57:32,0.000 ,0.000 ,-0.000 ,0.000 
12:57:33,0.000 ,-0.000 ,-0.000 ,0.000 
12:57:34,0.000 ,0.000 ,0.000 ,0.000 
12:57:35,0.000 ,0.000 ,0.000 ,0.000 
12:57:36,0.000 ,0.000 ,0.000 ,0.000 
12:57:37,0.000 ,0.000 ,0.000 ,0.000 
12:57:38,0.000 ,0.000 ,0.000 ,0.000 
12:57:39,0.000 ,0.000 ,0.000 ,0.000 
12:57:40,0.000 ,0.000 ,0.000 ,0.000 
12:57:41,0.000 ,0.000 ,0.000 ,0.000 
12:57:42,0.000 ,0.000 ,0.000 ,0.000 
12:57:43,0.000 ,0.000 ,0.000 ,0.000 
12:57:44,0.000 ,0.000 ,0.000 ,0.000 
12:57:45,0.000 ,0.000 ,0.000 ,0.000 
12:57:46,0.000 ,-0.000 ,0.000 ,0.000 
12:57:47,0.000 ,-0.000 ,0.000 ,0.000 
12:57:48,0.000 ,0.000 ,0.000 ,0.000 
12:57:49,0.000 ,-0.000 ,0.000 ,0.000 
12:57:50,0.000 ,0.000 ,-0.000 ,0.000 
12:57:51,0.000 ,0.000 ,0.000 ,0.000 
12:57:52,0.000 ,0.000 ,0.000 ,0.000 
12:57:53,0.000 ,0.000 ,0.000 ,0.000 
12:57:54,0.000 ,0.000 ,0.000 ,0.000 
12:57:55,0.000 ,0.000 ,0.000 ,0.000 
12:57:56,0.000 ,0.000 ,0.000 ,0.000 
12:57:57,0.000 ,0.000 ,0.000 ,0.000 
12:57:58,0.000 ,-0.000 ,-0.000 ,0.000 
12:57:59,0.000 ,0.000 ,0.000 ,0.000 
12:58:00,0.000 ,0.000 ,0.000 ,0.000 
12:58:01,0.000 ,-0.000 ,0.000 ,0.000 
12:58:02,0.000 ,0.000 ,0.000 ,0.000 
12:58:03,0.000 ,-0.000 ,0.000 ,0.000 
12:58:04,0.000 ,0.000 ,0.000 ,0.000 
12:58:05,0.000 ,0.000 ,0.000 ,0.000 
12:58:06,0.000 ,0.000 ,-0.000 ,0.000 
12:58:07,0.000 ,0.000 ,0.000 ,0.000 
12:58:08,0.000 ,0.000 ,0.000 ,0.000 
12:58:09,0.000 ,-0.000 ,0.000 ,0.000 
12:58:10,0.000 ,0.000 ,0.000 ,0.000 
12:58:11,0.000 ,0.000 ,0.000 ,0.000 
12:58:12,0.000 ,0.000 ,0.000 ,0.000 
12:58:13,0.000 ,0.000 ,0.000 ,0.000 
12:58:14,0.000 ,0.000 ,0.000 ,0.000 
12:58:15,0.000 ,0.000 ,0.000 ,0.000 
12:58:16,0.000 ,0.000 ,0.000 ,0.000 
12:58:17,0.000 ,0.000 ,0.000 ,0.000 
12:58:18,0.000 ,0.000 ,0.000 ,0.000 
12:58:19,0.000 ,0.000 ,0.000 ,0.000 
12:58:20,0.000 ,0.000 ,0.000 ,0.000 
12:58:21,0.000 ,0.000 ,0.000 ,0.000 
12:58:22,0.000 ,0.000 ,0.000 ,0.000 
12:58:23,0.000 ,0.000 ,0.000 ,0.000 
12:58:24,0.000 ,0.000 ,0.000 ,0.000 
12:58:25,0.000 ,-0.000 ,0.000 ,0.000 
12:58:26,0.000 ,-0.000 ,0.000 ,0.000 
12:58:27,0.000 ,0.000 ,0.000 ,0.000 
12:58:28,0.000 ,0.000 ,0.000 ,0.000 
12:58:29,0.000 ,-0.000 ,0.000 ,0.000 
12:58:30,0.000 ,0.000 ,0.000 ,0.000 
12:58:31,0.000 ,0.000 ,-0.000 ,0.000 
12:58:32,0.000 ,-0.000 ,-0.000 ,0.000 
12:58:33,0.000 ,0.000 ,0.000 ,0.000 
12:58:34,0.000 ,0.000 ,0.000 ,0.000 
12:58:35,0.000 ,0.000 ,0.000 ,0.000 
12:58:36,0.000 ,0.000 ,0.000 ,0.000 
12:58:37,0.000 ,0.000 ,0.000 ,0.000 
12:58:38,0.000 ,-0.000 ,0.000 ,0.000 
